gene,chromosome,start_position,end_position
SPINT2,19,38244035,38292615
IFRD1,7,112422887,112481017
ERMARD,6,169751567,169781600
FOXN3,14,89124871,89619271
CAMK4,5,111223653,111494886
TXNRD1,12,104215779,104350307
FAM25C,10,47995322,47999791
HAPLN2,1,156619331,156626361
PAOX,10,133379246,133392078
BTN2A2,6,26383092,26394880
COL3A1,2,188974371,189012746
BCL2L14,12,12049844,12211084
ERGIC1,5,172834251,172952792
SUMO1,2,202206182,202238599
FAM170A,5,119629558,119635822
TBC1D10B,16,30357102,30370529
NKX1-2,10,124445243,124450035
C19orf25,19,1461143,1479565
AKAP12,6,151239936,151358563
MFSD14A,1,100038076,100083945
PPM1F,22,21919425,21952848
WASF3,13,26557661,26688948
LHX9,1,197911902,197935478
AXL,19,41219174,41261766
DDIT3,12,57516588,57521737
URGCP,7,43875894,43926411
ZNF831,20,59123381,59259113
B4GALT5,20,49632945,49713908
PDZD9,16,21983865,22001116
GOLGA8O,15,32441914,32455634
PDGFA,7,497258,520695
CASKIN2,17,75500261,75515621
HSF2BP,21,43529186,43659504
PYURF,4,88520998,88523776
GPR45,2,105241743,105243467
GOLGA6L9,15,82429816,82439153
PSMD13,11,236966,252986
KCNJ10,1,159998651,160070483
SLC30A10,1,219685427,219959018
LIFR,5,38474668,38608354
VEGFD,X,15345594,15384509
IFITM3,11,319675,329475
PON3,7,95357618,95396493
C7orf57,7,48035501,48061304
PLEKHO1,1,150149183,150164720
CCDC17,1,45620044,45624058
SERPINA1,14,94376745,94390866
THOC7,3,63833870,63863868
PTS,11,112226367,112269955
LRRC8E,19,7888500,7902021
HLA-A,6,29941260,29949572
ASS1,9,130443282,130502361
MRPS28,8,79918401,80030304
MS4A13,11,60515392,60542721
ANAPC10,4,144831908,145098823
MLEC,12,120687125,120704282
HOXA4,7,27128507,27130780
G6PC2,2,168901291,168910000
PPP2R2D,10,131900977,131959834
DNAJC25-GNG10,9,111631386,111670229
AMOTL2,3,134355347,134375479
CCBE1,18,59430939,59697694
HOXD3,2,176136545,176174227
SCEL,13,77535605,77646769
ZBTB5,9,37437687,37468850
RGMB,5,98768004,98798643
PLPP2,19,278504,291403
ERBB3,12,56076799,56103505
SEPTIN1,16,30378135,30395991
GPRC5C,17,74424851,74451653
FAM222B,17,28755971,28855232
JPH2,20,44106590,44189032
LBX2,2,74497517,74503316
HP,16,72054505,72061071
DSG1,18,31318160,31359246
SV2A,1,149903318,149918572
FAM8A1,6,17600302,17611719
RHOXF1,X,120109050,120245267
BRICD5,16,2209253,2210905
ART1,11,3645115,3668548
CDK2,12,55966781,55972789
KRTAP19-6,21,30541535,30541864
SCUBE3,6,35213859,35253080
CREB3L4,1,153963719,153974364
DMAP1,1,44213427,44220681
PALB2,16,23603160,23641321
VANGL1,1,115641854,115698224
ZNF668,16,31060842,31074240
STRIP2,7,129434392,129488399
PIM3,22,49960463,49964075
LSM3,3,14178801,14201122
YBX2,17,7288263,7294639
ENAM,4,70628744,70646824
TAF10,11,6606294,6612539
MAGEC1,X,141903894,141909374
HNRNPD,4,82351523,82374543
ADD3,10,109996356,110135565
KCNE3,11,74454841,74467743
UBXN2A,2,23926788,24004909
RMC1,18,23503483,23531822
TMEM126B,11,85628573,85636539
OR4K1,14,19930917,19936757
LILRA1,19,54593582,54602381
MC5R,18,13824149,13827323
IQCG,3,197888220,197960142
OCM2,7,97984687,97991169
GPN1,2,27628247,27651511
ASXL3,18,33578219,33751195
TAF6,7,100106876,100120091
KHDC3L,6,73362658,73364171
TLR5,1,223109339,223143318
GPBP1,5,57173821,57265668
CACNB4,2,151832771,152099167
SEC13,3,10293131,10321123
NCOA6,20,34689097,34825739
H3-5,12,31791185,31792298
IQCB1,3,121769399,121835093
TMEM248,7,66921171,66958551
GOLGA6L10,15,82339993,82349475
AP5S1,20,3811384,3828838
NEK9,14,75079353,75127344
NFKBIB,19,38899700,38908893
ZSCAN12,6,28378821,28399747
LZTS3,20,3162617,3174504
PPOX,1,161165837,161178013
REV3L,6,111299028,111483715
ETDA,X,135252061,135253583
PRDM14,8,70049063,70072782
SMDT1,22,42079564,42088243
GLG1,16,74447427,74607144
PRTG,15,55611544,55743152
NOXA1,9,137423350,137434451
SLFN14,17,35543985,35560819
NISCH,3,52455118,52493068
XYLT1,16,17101769,17470960
SLC5A8,12,101155493,101210238
PIK3R2,19,18153160,18170541
EPHB2,1,22710839,22921500
C7orf25,7,42908619,42912518
IGFLR1,19,35738798,35742455
LRRN2,1,204617170,204685738
ZNF587B,19,57819721,57846238
STK40,1,36339620,36385927
RGN,X,47078190,47094419
POU4F3,5,146338648,146341728
TLE3,15,70047790,70098176
MPND,19,4343527,4360086
ZNF253,19,19865881,19894674
PLA2G6,22,38111495,38214778
KLHL8,4,87159981,87240729
ACOD1,13,76948511,76958638
LYG2,2,99242169,99255666
SNED1,2,240998612,241095569
RAD51AP2,2,17510579,17518440
PPARD,6,35342530,35428193
SF3B5,6,144094884,144095573
CHRNB1,17,7445061,7457710
RAD51,15,40694774,40732344
CRACR2B,11,826144,831993
FGFBP3,10,91906584,91909486
TMEM167A,5,83052846,83077863
SLC22A3,6,160348373,160452577
KLF14,7,130730697,130734207
ILRUN,6,34587288,34696881
GID8,20,62937060,62948589
ANO10,3,43354859,43691594
MMACHC,1,45500300,45513382
C11orf21,11,2295628,2303180
MTX1,1,155208695,155213824
SNX24,5,122843439,123029354
PLGRKT,9,5357966,5438615
OR9I1,11,58116742,58125530
MPHOSPH6,16,82147798,82170228
SORT1,1,109309568,109397967
CFAP221,2,119544432,119662251
WNT10B,12,48965340,48971735
KRT73,12,52607570,52618559
ICAM1,19,10271093,10286615
BTBD19,1,44808523,44817381
PRDM6,5,123089241,123194266
MPO,17,58269855,58280935
MARCHF3,5,126867714,127031268
OCSTAMP,20,46540946,46550654
HMGCS2,1,119747979,119769092
CLN3,16,28474111,28495575
SH3BP5L,1,248810446,248826522
ABCD3,1,94418242,94518666
PIGF,2,46580937,46617055
NUBPL,14,31489956,31861226
METTL9,16,21597218,21657471
SLC25A44,1,156193932,156212796
SALL3,18,78979818,79002677
H3C8,6,26270918,26271413
PABPN1,14,23321457,23326163
SMIM33,5,139471004,139473700
JDP2,14,75427716,75474111
SLC40A1,2,189560538,189583758
TBX22,X,80014753,80031908
TAS2R42,12,11185993,11186937
ZNF454,5,178940827,178966648
VSX1,20,25070885,25082141
GOLGA8J,15,30082955,30096690
FAM89B,11,65572349,65574198
ITGAM,16,31259967,31332892
PIGBOS1,15,55317175,55319419
NUF2,1,163266576,163355766
KLK2,19,50861568,50880567
FTSJ1,X,48476021,48486364
CCDC77,12,389273,442644
PCDH20,13,61409685,61415849
TPRG1,3,188947214,189325304
EFEMP1,2,55865962,55924271
CHAMP1,13,114314482,114337626
ARID3B,15,74541188,74598131
EHF,11,34617044,34663386
DNAH7,2,195737703,196068837
ABCC1,16,15949138,16143257
ARHGEF7,13,111114559,111305737
IL7R,5,35852695,35879603
COG1,17,73193038,73209422
ADNP2,18,80109262,80147523
IMMT,2,86142798,86195626
MCL1,1,150560895,150579738
OGFOD1,16,56451508,56479104
RASL11A,13,27270810,27275192
BLVRA,7,43758009,43808097
SLC13A3,20,46557823,46684467
SERPINB7,18,63752935,63805376
ZNF420,19,37007823,37130368
TEN1,17,75979235,76000587
CLIC1,6,31730581,31740558
PTGES,9,129738331,129753042
TGFBI,5,136028988,136063818
RNASE1,14,20801228,20802884
GPR33,14,31482875,31488039
PTK2B,8,27311456,27459392
ARHGAP29,1,94148988,94275068
ECHDC2,1,52895910,52927212
MITF,3,69738536,69968336
GTF2E1,3,120742370,120783368
SLC6A18,5,1225381,1246189
TMEM14B,6,10747746,10852753
SRSF2,17,76734115,76737395
KBTBD13,15,65076746,65079948
KCTD21,11,78171245,78188644
P2RX4,12,121210065,121234112
GJB3,1,34781214,34786369
PNPT1,2,55634061,55693863
SUMO2,17,75165586,75182991
MCM2,3,127598223,127622437
ERO1A,14,52639915,52696025
TSPAN12,7,120787319,120858402
PARS2,1,54756594,54764546
SPATA46,1,162373203,162376874
ONECUT2,18,57435374,57491298
IPPK,9,92613181,92670262
LSM12,17,44034328,44067619
LAGE3,X,154477775,154479281
KNL1,15,40594020,40664342
NR6A1,9,124517275,124771311
ITM2C,2,230864639,230879248
SAR1B,5,134601149,134649271
AKT2,19,40230317,40285536
THAP2,12,71664301,71680644
DCUN1D1,3,182938074,182985953
MAPK1,22,21755537,21867680
DES,2,219417474,219426739
KCNJ2,17,70168302,70180044
FDPS,1,155304786,155320666
MCU,10,72692110,72887694
DENND4B,1,153928864,153946744
PCDHGA5,5,141364162,141512975
TFAP2A,6,10393186,10419659
BRD7,16,50313487,50368988
OR8G1,11,124241095,124254364
C4orf33,4,129093317,129116640
MYRF,11,61752593,61788518
EBF3,10,129835233,129973053
ATP6V0D2,8,85987323,86154227
USP6NL,10,11460328,11611803
PCDHGA8,5,141390157,141512975
ANXA9,1,150981321,150996077
P4HTM,3,48989889,49007153
FLOT2,17,28879335,28897739
TMEM258,11,61768501,61792802
B3GLCT,13,31199975,31332276
AFM,4,73481665,73504036
C3orf18,3,50558025,50573568
CLCA2,1,86424171,86456553
VPREB3,22,23752743,23754425
MRPS21,1,150293854,150308981
USP5,12,6852122,6866632
EMC3,3,9962682,10011202
KCTD12,13,76880175,76886405
XRRA1,11,74807739,74949200
SLC5A12,11,26667020,26723427
TFAP2E,1,35573314,35595328
PRRC2C,1,171485530,171593511
FOXN1,17,28506243,28538900
PLEKHG3,14,64704102,64750249
SLC39A4,8,144409742,144416844
HSPA1B,6,31827738,31830254
LCE4A,1,152708160,152709434
PLGLB2,2,87748085,87759723
RNASEH2B,13,50909747,51024120
ATP6V0E1,5,172983771,173035445
IRF2BP1,19,45883608,45886141
MAGED1,X,51803007,51902357
GFAP,17,44903159,44916937
AAK1,2,69457997,69674349
MFSD8,4,127917799,127966034
DNAH5,5,13690328,14011818
GPR141,7,37683721,37833788
HECW1,7,43112629,43566001
SLC10A6,4,86823468,86849384
GYG1,3,148991408,149031775
MOK,14,102224500,102305190
NOCT,4,139015772,139045939
MBTPS2,X,21839610,21885423
TTC14,3,180602163,180617828
KLHL33,14,20425852,20436166
ERC2,3,55508286,56469095
CEP41,7,130393771,130442433
CD200R1L,3,112815709,112846864
RGS19,20,64073181,64079988
MUC15,11,26559032,26572263
PTPDC1,9,94030794,94109856
RTL1,14,100879753,100903722
NOTCH4,6,32194843,32224111
KBTBD7,13,41189834,41194569
DCTN1,2,74361154,74392087
NAPSA,19,50358472,50365830
EMD,X,154379244,154381574
PPP1R14D,15,40815446,40829391
ANKRD13C,1,70258999,70354734
DNAJC15,13,43023203,43114213
SMCO2,12,27446736,27502185
AK2,1,33007986,33080996
TMEM38B,9,105694519,105776629
MAP2K1,15,66386825,66491656
SLC39A9,14,69398015,69462390
C8orf33,8,145052425,145066685
MZT1,13,72708367,72727629
MRPL32,7,42932346,42948958
CDCA8,1,37692481,37709719
OR6J1,14,22630929,22644352
ZNF382,19,36604817,36634114
RBAK,7,5045821,5069491
XPO7,8,21919641,22006585
ZNF708,19,21284033,21329425
SMLR1,6,130827406,130837135
USP49,6,41789896,41895375
ZEB2,2,144364364,144521057
CYLC1,X,83861126,83886699
SMURF1,7,99027435,99144164
SKOR2,18,47206169,47251660
CHML,1,241628851,241640369
KISS1R,19,917287,921005
RPRML,17,46978156,46979253
CLU,8,27596917,27615056
MLXIP,12,122078666,122147344
GOLGA7,8,41488200,41511095
BCS1L,2,218658764,218663466
ALX4,11,44260440,44310139
PROC,2,127415933,127429762
PAGE1,X,49687447,49695984
ZNF136,19,12163064,12189871
EIF2AK3,2,88556741,88691518
LACTB2,8,70631109,70669185
BGLAP,1,156242184,156243317
ZNF438,10,30820207,31032110
HLA-E,6,30489503,30494205
ARHGEF26,3,154121003,154257827
IL10,1,206767602,206774541
HPCA,1,32881498,32898441
RPL22L1,3,170864875,170870402
NRIP3,11,8965682,9005288
CPNE4,3,131533555,132285410
MST1R,3,49886902,49906130
ATP2A1,16,28878405,28904466
RANBP1,22,20115877,20127355
ARSF,X,3040235,3112822
PLXNB2,22,50274978,50307695
OR4F6,15,101803509,101806887
MTFP1,22,30425623,30429054
GCLM,1,93885199,93909513
ETS1,11,128458761,128587606
DPP10,2,114442299,115845780
SUN2,22,38733280,38794143
PSORS1C1,6,31114750,31140092
PPP1R37,19,45091396,45148077
CES4A,16,66988585,67010417
HNMT,2,137964020,138016364
CYP26B1,2,72129238,72147862
HSFX4,X,149929573,149931287
RTN2,19,45485294,45497055
TGM1,14,24249114,24264432
RRM1,11,4094707,4138932
OR13C8,9,104569168,104570130
LYL1,19,13099033,13103161
COLEC12,18,316737,500722
BCCIP,10,125823525,125853695
BATF,14,75522455,75546993
NUDCD3,7,44379119,44490690
CDHR3,7,105876796,106036432
KCNS3,2,17877847,18361616
KCNJ1,11,128836315,128874671
STPG1,1,24355886,24416934
RBP2,3,139452884,139480767
CDCP1,3,45082277,45146453
RFX8,2,101397359,101475112
TRAF2,9,136881903,136929221
PCDHB14,5,141223343,141227759
TMEM86A,11,18693122,18704785
RNF222,17,8390702,8397827
RIN1,11,66330241,66336840
POGLUT3,11,108472112,108498405
CCL7,17,34270221,34272242
P2RY11,19,10111693,10115372
HAPLN1,5,83637805,83723528
SIGLEC6,19,51517819,51531856
ACTR3B,7,152759749,152855378
DET1,15,88494440,88547321
CMKLR1,12,108288044,108339317
ZNF138,7,64794388,64833681
NCDN,1,35557456,35567274
KLHL14,18,32672601,32773023
SNORC,2,232857270,232878708
POMK,8,43093498,43131180
LPIN2,18,2885296,3013345
TARS3,15,101653596,101724565
ZSCAN10,16,3088890,3099295
PDLIM7,5,177483393,177497608
CCDC15,11,124954095,125041649
DHX33,17,5440917,5468982
CCNDBP1,15,43185118,43197177
EPM2A,6,145382535,145736023
FBXL7,5,15500180,15939795
TSPYL4,6,116249964,116254075
TMEM260,14,56488354,56650606
ROGDI,16,4796962,4802926
RASA4B,7,102479976,102517800
ZNF117,7,64970663,65006687
LRFN4,11,66856546,66860475
ZNF318,6,43307134,43369647
KIF24,9,34252380,34329280
RHPN1,8,143368810,143384221
BTN2A1,6,26457904,26476621
KLK8,19,50996007,51002711
PGAP4,9,101473170,101533537
MEMO1,2,31865060,32011230
BRI3BP,12,124993645,125031231
B3GALT2,1,193178730,193186613
HORMAD2,22,30080464,30177075
SALL4,20,51782331,51802521
OR2A1,7,144312419,144322737
NCALD,8,101686542,102124907
MIP,12,56449502,56469166
SLC26A9,1,205913048,205943460
TEX44,2,231592864,231594276
MS4A10,11,60785333,60801305
ID2,2,8678845,8684461
PDZD11,X,70281118,70290596
FLT3LG,19,49474150,49486233
MYBPHL,1,109292363,109307213
TSR1,17,2322392,2336657
WDR74,11,62832342,62842228
RFX5,1,151340640,151347339
HPSE2,10,98457077,99235862
IGFBP5,2,216672105,216695549
MPPED1,22,43411196,43507850
DPEP2,16,67987392,68000615
APOD,3,195568705,195584033
HTR1B,6,77460924,77463491
ZNF19,16,71464555,71565502
CLCN3,4,169612438,169723673
ZFP36L2,2,43222402,43226606
THBD,20,23045633,23049672
TBX21,17,47733236,47746126
CREBRF,5,173056352,173139284
LOXL1,15,73925989,73952137
SAMD12,8,118189455,118622112
EPB41L4B,9,109171463,109321067
TRMT44,4,8436140,8493531
RRAS2,11,14277922,14364506
CYP2F1,19,41114432,41128381
ZNF518A,10,96129695,96205288
TP53TG3C,16,33194226,33196858
TMEM236,10,17752201,17800868
ZNF518B,4,10439873,10461381
ARIH2,3,48918821,48986382
RSBN1,1,113761832,113812476
SRGAP3,3,8980591,9363053
PGS1,17,78378637,78425114
MICU1,10,72367328,72626134
SETD4,21,36034534,36079389
SSC5D,19,55488404,55519099
KRTCAP3,2,27442337,27446481
SF3B2,11,66050729,66069308
ITGB7,12,53191318,53207282
TMED7-TICAM2,5,115578642,115626161
RARRES2,7,150338314,150342144
TNFRSF11B,8,118923557,118952055
ACYP1,14,75053221,75069483
PRB4,12,11307077,11310436
DAP,5,10679230,10761273
BTC,4,74744759,74794717
OR10C1,6,29439306,29440977
DLGAP1,18,3496032,4455307
E2F7,12,77021246,77065572
STK4,20,44966494,45084214
ELP5,17,7250823,7260165
CNPY1,7,155474206,155555450
MRPS7,17,75261670,75270708
PABPC4L,4,134196333,134201885
ZNF341,20,33731657,33792269
RNF216,7,5620047,5781696
TICRR,15,89575469,89631056
CDK12,17,39461437,39567559
SPAG1,8,100157906,100259278
B3GNTL1,17,82942149,83051829
MLN,6,33794673,33804003
MRGPRE,11,3225030,3232417
OR4F17,19,107104,117102
PTPN4,2,119759604,119984899
CACNG6,19,53991637,54012666
E2F4,16,67192155,67198918
C1QTNF7,4,15339818,15446167
CYTL1,4,5014586,5019486
KPNA2,17,68035636,68047364
THRAP3,1,36224392,36305376
LRRC59,17,50375059,50398227
NDUFB11,X,47142071,47145466
EPB41L1,20,36091504,36232799
EDRF1,10,125719515,125764143
CALCA,11,14966622,14972354
GTDC1,2,143938068,144333107
PLPP6,9,4662294,4665258
SHISA3,4,42397488,42402487
LRRC53,1,74469376,74512611
SEPTIN3,22,41969443,41998221
WDR83OS,19,12668073,12669430
ACY3,11,67642551,67650900
OR6N1,1,158747814,158772195
ZNF473,19,50025714,50053414
GABRA2,4,46243548,46475230
CD302,2,159768628,159798255
PSMA6,14,35278633,35318734
PTMA,2,231706895,231713552
PAX4,7,127610292,127618142
EXOC3,5,442522,471937
IL20RA,6,136999971,137045180
DDAH2,6,31727038,31730617
POLR1D,13,27620742,27744237
KRTAP29-1,17,41301826,41302851
ZNF653,19,11483427,11505839
WDR7,18,56651343,57029811
PPP1R2B,5,156850295,156852528
ULK1,12,131894621,131923161
ADAT2,6,143422832,143450695
ZNF274,19,58183029,58213573
C5orf22,5,31532287,31555053
SPINK13,5,148268180,148286255
KANK2,19,11164267,11197945
FBLL1,5,168529305,168530634
ITGA3,17,50055968,50090485
GRK2,11,67266391,67286557
OR4C16,11,55572128,55573060
WNT11,11,76186325,76210761
FKBP4,12,2794290,2805423
PPP1R14B,11,64244478,64246943
PURG,8,30995802,31033715
MSMO1,4,165327667,165343180
SLCO1B7,12,20962768,21090106
ART3,4,76011184,76114094
LRRC4C,11,40113474,41459773
TMCO6,5,140639427,140645801
TSPAN17,5,176647387,176659058
LILRA3,HSCHR19LRC_COX2_CTG3_1,268410,280719
CCDC160,X,134237047,134246842
C11orf16,11,8920076,8933006
ZNF682,19,19997058,20039505
OR13D1,9,104694518,104695462
SIRPB2,20,1470741,1491587
DEFB127,20,157454,159163
SYNPO2,4,118850688,119061247
FOXD4,9,116231,118417
LPGAT1,1,211743457,211833674
GOLGA8H,15,30604028,30617752
SENP3,17,7561919,7571969
PWWP2B,10,132397168,132417859
RP9,7,33094797,33109405
BAIAP2,17,81035122,81117434
TNPO1,5,72816312,72916741
CDK11B,1,1635225,1659234
NACAD,7,45080437,45088969
RPS6KL1,14,74903951,74923302
MADCAM1,19,489176,505343
APOC2,19,44945709,44949580
ATF7IP,12,14365627,14502931
TTC27,2,32628032,32821051
GPHB5,14,63312835,63318935
CRYBB1,22,26599277,26619630
CADM4,19,43622366,43639850
MEGF6,1,3487942,3611543
ZNF197,3,44584888,44648471
C1QL3,10,16513734,16521879
KIAA2013,1,11919591,11926428
PCDHGA7,5,141382739,141512975
PLEC,8,143915152,143976734
RBMS1,2,160272151,160494100
DNMT3B,20,32762385,32809359
FOLH1B,11,89639237,89698599
LLGL1,17,18225569,18244876
RAB10,2,26033481,26138436
SUSD3,9,93058688,93085138
TUT1,11,62575045,62591637
ZBTB8A,1,32539142,32605941
OPRD1,1,28812170,28871267
MESD,15,80946289,80989834
PCNA,20,5114953,5126626
H4C12,6,27830918,27831560
SIKE1,1,114769479,114780699
ZNF155,19,43967862,43998326
PRAC2,17,48722666,48724767
MFAP3L,4,169986597,170033031
DNMBP,10,99875577,100009947
PLCD4,2,218607855,218637186
IQCA1,2,236324147,236507716
STX16,20,58651261,58679526
SYT12,11,67006772,67050870
ACTL7B,9,108854588,108855986
SPTSSB,3,161344798,161372880
GSAP,7,77310751,77416419
CAGE1,6,7326656,7389742
FAM98C,19,38403093,38409088
RBM14,11,66616626,66629934
FMNL1,17,45220736,45247319
GOLPH3,5,32124712,32174319
CALCR,7,93424486,93575738
SPAG4,20,35615829,35621613
ZNF226,19,44165073,44178381
KRTAP8-1,21,30812697,30813274
EMC9,14,24138958,24142023
SMN2,5,70049635,70078522
PLTP,20,45898621,45912235
HOXA6,7,27145396,27150603
EML4,2,42169330,42332548
LRRC73,6,43506965,43510388
PCDHGB6,5,141408021,141512975
BEND5,1,48727519,48776969
BRD9,5,850291,892838
IGF2R,6,159969082,160113507
E2F1,20,33675477,33686385
NLRP5,19,55986775,56061810
NFE4,7,102973354,102988856
TRPC6,11,101451470,101872562
RNF19B,1,32929036,32964915
ZP2,16,21197450,21214510
ZNF101,19,19668796,19683509
SUGP1,19,19276018,19320511
FUBP1,1,77944055,77979527
PDE1A,2,182139968,182523359
TP53I3,2,24077433,24085861
IGSF8,1,160091340,160101109
PTK7,6,43076257,43161719
GSTO1,10,104235356,104267461
ZNF800,7,127346790,127431924
SERPINB13,18,63586989,63604639
C6orf89,6,36871870,36928964
GUCY2C,12,14612632,14696599
STAT4,2,191029570,191178435
TSSK1B,5,113432553,113434989
PRR16,5,120464300,120687332
GSTZ1,14,77320996,77331597
AMBN,4,70592256,70607288
GPR6,6,109978256,109980720
OR4D11,11,59503576,59504511
PLPPR4,1,99264292,99309590
KRT8,12,52897182,52949954
ENO1,1,8860977,8879289
PRR11,17,59155732,59206709
MYO5A,15,52307281,52529132
MR1,1,181033374,181061938
OR10K1,1,158461574,158470857
STK25,2,241492670,241509730
RPS17,15,82536748,82540535
FBXL18,7,5431335,5513809
IGFL2,19,46143106,46161298
USP7,16,8892097,8975328
MRS2,6,24402908,24426194
CLPTM1L,5,1317744,1345099
FAM111B,11,59107185,59127415
PRORY,Y,21382954,21386360
MAGIX,X,49162564,49168774
DENND1C,19,6467207,6482557
TCL1A,14,95709947,95714196
TEX36,10,125576522,125683163
MEGF10,5,127290796,127465737
GATAD2A,19,19385638,19508932
RIC3,11,8106056,8169055
OR2Y1,5,180739123,180740058
UBE2D1,10,58334975,58370751
ZNF398,7,149126416,149183042
OR6Y1,1,158544550,158554405
TCF19,6,31158331,31167159
C1R,12,7080213,7092540
DDX27,20,49219347,49244077
INTS6,13,51354077,51454264
PUS10,2,60938141,61018259
PCYT2,17,81900958,81911461
BLVRB,19,40447765,40465826
CCDC154,16,1434383,1444556
SLC5A7,2,107986523,108013994
BIRC7,20,63235883,63240495
P2RY13,3,151326312,151329549
KANK4,1,62236165,62319434
ELOVL6,4,110045846,110199199
KTN1,14,55559072,55701526
CCDC157,22,30356635,30378673
PIK3C2G,12,18242960,18648416
ZNF570,19,37467508,37488652
LYZL2,10,30611779,30629762
WIPI2,7,5190182,5233840
ZNF408,11,46701016,46705912
THBS3,1,155195587,155209051
C1QTNF12,1,1242446,1246722
NR2C1,12,95020229,95073628
FBXO38,5,148383826,148442850
CSF2RB,22,36913628,36940443
ALKBH5,17,18183078,18209954
TEKT1,17,6789133,6831761
ERMAP,1,42817078,42845907
PAGE2B,X,55075030,55078909
THAP9,4,82900684,82919969
DEFB106A,8,7825139,7829053
ADRA1B,5,159865080,159973012
ICAM2,17,64002594,64020635
PLCL2,3,16802651,17090604
GNB3,12,6839954,6847393
YIPF7,4,44622088,44678795
LIMD2,17,63695883,63701172
PLEKHG7,12,92702843,92772455
OVGP1,1,111414319,111427735
TMCC1,3,129647792,129893778
RAPGEF2,4,159103013,159360174
MSH5,6,31739677,31762676
PPP1R14A,19,38251237,38256557
ACOXL,2,110732524,111118548
SOX11,2,5692384,5701385
POTEC,18,14507339,14543600
USP37,2,218450251,218568768
ZNF358,19,7515292,7521027
PPIE,1,39692182,39763914
FKBP3,14,45115599,45135319
TENM1,X,124375903,125204312
CSN3,4,70238382,70251474
FUT2,19,48695957,48705951
EPRS1,1,219968598,220046616
KRTAP10-10,21,44637356,44638455
KRT71,12,52543909,52553145
DNAJC18,5,139408588,139444491
SWSAP1,19,11374666,11376951
TOM1L2,17,17843507,17972469
AHI1,6,135283407,135498434
OTOG,11,17547259,17647150
OR6K2,1,158699678,158700652
THYN1,11,134248270,134253370
MNT,17,2384073,2401142
